year,state,fips,gender,births
2012,Vermont,50,female,2893
2012,Vermont,50,male,3116
2012,Vermont,50,total,6009
2012,Virginia,51,female,50295
2012,Virginia,51,male,52718
2012,Virginia,51,total,103013
2012,Washington,53,female,42745
2012,Washington,53,male,44718
2012,Washington,53,total,87463
2012,West Virginia,54,female,10302
2012,West Virginia,54,male,10525
2012,West Virginia,54,total,20827
2012,Wisconsin,55,female,32782
2012,Wisconsin,55,male,34513
2012,Wisconsin,55,total,67295
2012,Wyoming,56,female,3607
2012,Wyoming,56,male,3965
2012,Wyoming,56,total,7572
2012,United States,,total,3952841
2013,Alabama,01,female,28535
2013,Alabama,01,male,29632
2013,Alabama,01,total,58167
2013,Alaska,02,female,5590
2013,Alaska,02,male,5856
2013,Alaska,02,total,11446
2013,Arizona,04,female,41633
2013,Arizona,04,male,43967
2013,Arizona,04,total,85600
2013,Arkansas,05,female,18452
2013,Arkansas,05,male,19380
2013,Arkansas,05,total,37832
2013,California,06,female,241210
2013,California,06,male,253495
2013,California,06,total,494705
2013,Colorado,08,female,31875
2013,Colorado,08,male,33132
2013,Colorado,08,total,65007
2013,Connecticut,09,female,17625
2013,Connecticut,09,male,18460
2013,Connecticut,09,total,36085
2013,Delaware,10,female,5293
2013,Delaware,10,male,5538
2013,Delaware,10,total,10831
2013,District of Columbia,11,female,4515
2013,District of Columbia,11,male,4773
2013,District of Columbia,11,total,9288
2013,Florida,12,female,105098
2013,Florida,12,male,110309
2013,Florida,12,total,215407
2013,Georgia,13,female,62990
2013,Georgia,13,male,65758
2013,Georgia,13,total,128748
2013,Hawaii,15,female,9088
2013,Hawaii,15,male,9899
2013,Hawaii,15,total,18987
2013,Idaho,16,female,11033
2013,Idaho,16,male,11350
2013,Idaho,16,total,22383
2013,Illinois,17,female,76613
2013,Illinois,17,male,80318
2013,Illinois,17,total,156931
2013,Indiana,18,female,40499
2013,Indiana,18,male,42603
2013,Indiana,18,total,83102
2013,Iowa,19,female,19210
2013,Iowa,19,male,19884
2013,Iowa,19,total,39094
2013,Kansas,20,female,19013
2013,Kansas,20,male,19826
2013,Kansas,20,total,38839
2013,Kentucky,21,female,26882
2013,Kentucky,21,male,28804
2013,Kentucky,21,total,55686
2013,Louisiana,22,female,30963
2013,Louisiana,22,male,32238
2013,Louisiana,22,total,63201
2013,Maine,23,female,6143
2013,Maine,23,male,6633
2013,Maine,23,total,12776
2013,Maryland,24,female,35027
2013,Maryland,24,male,36926
2013,Maryland,24,total,71953
2013,Massachusetts,25,female,35193
2013,Massachusetts,25,male,36595
2013,Massachusetts,25,total,71788
2013,Michigan,26,female,55516
2013,Michigan,26,male,57973
2013,Michigan,26,total,113489
2013,Minnesota,27,female,33735
2013,Minnesota,27,male,35424
2013,Minnesota,27,total,69159
2013,Mississippi,28,female,19112
2013,Mississippi,28,male,19522
2013,Mississippi,28,total,38634
2013,Missouri,29,female,36902
2013,Missouri,29,male,38394
2013,Missouri,29,total,75296
2013,Montana,30,female,6021
2013,Montana,30,male,6356
2013,Montana,30,total,12377
2013,Nebraska,31,female,12715
2013,Nebraska,31,male,13380
2013,Nebraska,31,total,26095
2013,Nevada,32,female,17046
2013,Nevada,32,male,17984
2013,Nevada,32,total,35030
2013,New Hampshire,33,female,6030
2013,New Hampshire,33,male,6366
2013,New Hampshire,33,total,12396
2013,New Jersey,34,female,50117
2013,New Jersey,34,male,52458
2013,New Jersey,34,total,102575
2013,New Mexico,35,female,12865
2013,New Mexico,35,male,13489
2013,New Mexico,35,total,26354
2013,New York,36,female,115703
2013,New York,36,male,121277
2013,New York,36,total,236980
2013,North Carolina,37,female,58432
2013,North Carolina,37,male,60570
2013,North Carolina,37,total,119002
2013,North Dakota,38,female,5258
2013,North Dakota,38,male,5341
2013,North Dakota,38,total,10599
2013,Ohio,39,female,68161
2013,Ohio,39,male,70775
2013,Ohio,39,total,138936
2013,Oklahoma,40,female,25697
2013,Oklahoma,40,male,27672
2013,Oklahoma,40,total,53369
2013,Oregon,41,female,22111
2013,Oregon,41,male,23044
2013,Oregon,41,total,45155
2013,Pennsylvania,42,female,68858
2013,Pennsylvania,42,male,72063
2013,Pennsylvania,42,total,140921
2013,Rhode Island,44,female,5275
2013,Rhode Island,44,male,5534
2013,Rhode Island,44,total,10809
2013,South Carolina,45,female,27543
2013,South Carolina,45,male,29252
2013,South Carolina,45,total,56795
2013,South Dakota,46,female,6059
2013,South Dakota,46,male,6189
2013,South Dakota,46,total,12248
2013,Tennessee,47,female,38982
2013,Tennessee,47,male,41010
2013,Tennessee,47,total,79992
2013,Texas,48,female,189105
2013,Texas,48,male,198235
2013,Texas,48,total,387340
2013,Utah,49,female,24694
2013,Utah,49,male,26263
2013,Utah,49,total,50957
2013,Vermont,50,female,2832
2013,Vermont,50,male,3143
2013,Vermont,50,total,5975
2013,Virginia,51,female,49711
2013,Virginia,51,male,52436
2013,Virginia,51,total,102147
2013,Washington,53,female,41787
2013,Washington,53,male,44790
2013,Washington,53,total,86577
2013,West Virginia,54,female,10218
2013,West Virginia,54,male,10607
2013,West Virginia,54,total,20825
2013,Wisconsin,55,female,32564
2013,Wisconsin,55,male,34085
2013,Wisconsin,55,total,66649
2013,Wyoming,56,female,3698
2013,Wyoming,56,male,3946
2013,Wyoming,56,total,7644
2013,United States,,total,3932181
2014,Alabama,01,female,29136
2014,Alabama,01,male,30286
2014,Alabama,01,total,59422
2014,Alaska,02,female,5507
2014,Alaska,02,male,5885
2014,Alaska,02,total,11392
2014,Arizona,04,female,42349
2014,Arizona,04,male,44538
2014,Arizona,04,total,86887
2014,Arkansas,05,female,18764
2014,Arkansas,05,male,19747
2014,Arkansas,05,total,38511
2014,California,06,female,245166
2014,California,06,male,257713
2014,California,06,total,502879
2014,Colorado,08,female,32271
2014,Colorado,08,male,33559
2014,Colorado,08,total,65830
2014,Connecticut,09,female,17635
2014,Connecticut,09,male,18650
2014,Connecticut,09,total,36285
2014,Delaware,10,female,5380
2014,Delaware,10,male,5592
2014,Delaware,10,total,10972
2014,District of Columbia,11,female,4705
2014,District of Columbia,11,male,4804
2014,District of Columbia,11,total,9509
2014,Florida,12,female,107208
2014,Florida,12,male,112783
2014,Florida,12,total,219991
2014,Georgia,13,female,64249
2014,Georgia,13,male,66697
2014,Georgia,13,total,130946
2014,Hawaii,15,female,8944
2014,Hawaii,15,male,9606
2014,Hawaii,15,total,18550
2014,Idaho,16,female,11130
2014,Idaho,16,male,11746
2014,Idaho,16,total,22876
2014,Illinois,17,female,77454
2014,Illinois,17,male,81102
2014,Illinois,17,total,158556
2014,Indiana,18,female,40876
2014,Indiana,18,male,43204
2014,Indiana,18,total,84080
2014,Iowa,19,female,19210
2014,Iowa,19,male,20477
2014,Iowa,19,total,39687
2014,Kansas,20,female,19227
2014,Kansas,20,male,19996
2014,Kansas,20,total,39223
2014,Kentucky,21,female,27328
2014,Kentucky,21,male,28842
2014,Kentucky,21,total,56170
2014,Louisiana,22,female,31597
2014,Louisiana,22,male,32900
2014,Louisiana,22,total,64497
2014,Maine,23,female,6203
2014,Maine,23,male,6495
2014,Maine,23,total,12698
2014,Maryland,24,female,36111
2014,Maryland,24,male,37810
2014,Maryland,24,total,73921
2014,Massachusetts,25,female,35004
2014,Massachusetts,25,male,36904
2014,Massachusetts,25,total,71908
2014,Michigan,26,female,55571
2014,Michigan,26,male,58804
2014,Michigan,26,total,114375
2014,Minnesota,27,female,34379
2014,Minnesota,27,male,35525
2014,Minnesota,27,total,69904
2014,Mississippi,28,female,19089
2014,Mississippi,28,male,19647
2014,Mississippi,28,total,38736
2014,Missouri,29,female,36642
2014,Missouri,29,male,38718
2014,Missouri,29,total,75360
2014,Montana,30,female,6112
2014,Montana,30,male,6320
2014,Montana,30,total,12432
2014,Nebraska,31,female,12933
2014,Nebraska,31,male,13861
2014,Nebraska,31,total,26794
2014,Nevada,32,female,17482
2014,Nevada,32,male,18379
2014,Nevada,32,total,35861
2014,New Hampshire,33,female,6020
2014,New Hampshire,33,male,6282
2014,New Hampshire,33,total,12302
2014,New Jersey,34,female,50614
2014,New Jersey,34,male,52691
2014,New Jersey,34,total,103305
2014,New Mexico,35,female,12784
2014,New Mexico,35,male,13268
2014,New Mexico,35,total,26052
2014,New York,36,female,117199
2014,New York,36,male,121574
2014,New York,36,total,238773
2014,North Carolina,37,female,59148
2014,North Carolina,37,male,61827
2014,North Carolina,37,total,120975
2014,North Dakota,38,female,5630
2014,North Dakota,38,male,5729
2014,North Dakota,38,total,11359
2014,Ohio,39,female,68151
2014,Ohio,39,male,71316
2014,Ohio,39,total,139467
2014,Oklahoma,40,female,26123
2014,Oklahoma,40,male,27216
2014,Oklahoma,40,total,53339
2014,Oregon,41,female,22290
2014,Oregon,41,male,23266
2014,Oregon,41,total,45556
2014,Pennsylvania,42,female,69393
2014,Pennsylvania,42,male,72875
2014,Pennsylvania,42,total,142268
2014,Rhode Island,44,female,5291
2014,Rhode Island,44,male,5532
2014,Rhode Island,44,total,10823
2014,South Carolina,45,female,28254
2014,South Carolina,45,male,29373
2014,South Carolina,45,total,57627
2014,South Dakota,46,female,5971
2014,South Dakota,46,male,6312
2014,South Dakota,46,total,12283
2014,Tennessee,47,female,39992
2014,Tennessee,47,male,41610
2014,Tennessee,47,total,81602
2014,Texas,48,female,195118
2014,Texas,48,male,204648
2014,Texas,48,total,399766
2014,Utah,49,female,24859
2014,Utah,49,male,26295
2014,Utah,49,total,51154
2014,Vermont,50,female,2953
2014,Vermont,50,male,3177
2014,Vermont,50,total,6130
2014,Virginia,51,female,50534
2014,Virginia,51,male,52766
2014,Virginia,51,total,103300
2014,Washington,53,female,43191
2014,Washington,53,male,45394
2014,Washington,53,total,88585
2014,West Virginia,54,female,9941
2014,West Virginia,54,male,10360
2014,West Virginia,54,total,20301
2014,Wisconsin,55,female,32595
2014,Wisconsin,55,male,34566
2014,Wisconsin,55,total,67161
2014,Wyoming,56,female,3662
2014,Wyoming,56,male,4034
2014,Wyoming,56,total,7696
2014,United States,,total,3988076
2015,Alabama,01,female,29306
2015,Alabama,01,male,30351
2015,Alabama,01,total,59657
2015,Alaska,02,female,5493
2015,Alaska,02,male,5789
2015,Alaska,02,total,11282
2015,Arizona,04,female,41600
2015,Arizona,04,male,43751
2015,Arizona,04,total,85351
2015,Arkansas,05,female,18939
2015,Arkansas,05,male,19947
2015,Arkansas,05,total,38886
2015,California,06,female,239565
2015,California,06,male,252183
2015,California,06,total,491748
2015,Colorado,08,female,32548
2015,Colorado,08,male,34033
2015,Colorado,08,total,66581
2015,Connecticut,09,female,17541
2015,Connecticut,09,male,18205
2015,Connecticut,09,total,35746
2015,Delaware,10,female,5600
2015,Delaware,10,male,5566
2015,Delaware,10,total,11166
2015,District of Columbia,11,female,4680
2015,District of Columbia,11,male,4898
2015,District of Columbia,11,total,9578
2015,Florida,12,female,109167
2015,Florida,12,male,115102
2015,Florida,12,total,224269
2015,Georgia,13,female,64383
2015,Georgia,13,male,67021
2015,Georgia,13,total,131404
2015,Hawaii,15,female,9061
2015,Hawaii,15,male,9359
2015,Hawaii,15,total,18420
2015,Idaho,16,female,11328
2015,Idaho,16,male,11499
2015,Idaho,16,total,22827
2015,Illinois,17,female,77080
2015,Illinois,17,male,81036
2015,Illinois,17,total,158116
2015,Indiana,18,female,40817
2015,Indiana,18,male,43223
2015,Indiana,18,total,84040
2015,Iowa,19,female,19223
2015,Iowa,19,male,20259
2015,Iowa,19,total,39482
2015,Kansas,20,female,19173
2015,Kansas,20,male,19981
2015,Kansas,20,total,39154
2015,Kentucky,21,female,27347
2015,Kentucky,21,male,28624
2015,Kentucky,21,total,55971
2015,Louisiana,22,female,31820
2015,Louisiana,22,male,32872
2015,Louisiana,22,total,64692
2015,Maine,23,female,6077
2015,Maine,23,male,6530
2015,Maine,23,total,12607
2015,Maryland,24,female,36035
2015,Maryland,24,male,37581
2015,Maryland,24,total,73616
2015,Massachusetts,25,female,34770
2015,Massachusetts,25,male,36722
2015,Massachusetts,25,total,71492
2015,Michigan,26,female,55563
2015,Michigan,26,male,57749
2015,Michigan,26,total,113312
2015,Minnesota,27,female,33907
2015,Minnesota,27,male,35927
2015,Minnesota,27,total,69834
2015,Mississippi,28,female,18781
2015,Mississippi,28,male,19613
2015,Mississippi,28,total,38394
2015,Missouri,29,female,36669
2015,Missouri,29,male,38392
2015,Missouri,29,total,75061
2015,Montana,30,female,6194
2015,Montana,30,male,6389
2015,Montana,30,total,12583
2015,Nebraska,31,female,12945
2015,Nebraska,31,male,13734
2015,Nebraska,31,total,26679
2015,Nevada,32,female,17699
2015,Nevada,32,male,18599
2015,Nevada,32,total,36298
2015,New Hampshire,33,female,6145
2015,New Hampshire,33,male,6288
2015,New Hampshire,33,total,12433
2015,New Jersey,34,female,50651
2015,New Jersey,34,male,52476
2015,New Jersey,34,total,103127
2015,New Mexico,35,female,12647
2015,New Mexico,35,male,13169
2015,New Mexico,35,total,25816
2015,New York,36,female,115418
2015,New York,36,male,121856
2015,New York,36,total,237274
2015,North Carolina,37,female,59025
2015,North Carolina,37,male,61818
2015,North Carolina,37,total,120843
2015,North Dakota,38,female,5508
2015,North Dakota,38,male,5806
2015,North Dakota,38,total,11314
2015,Ohio,39,female,67978
2015,Ohio,39,male,71286
2015,Ohio,39,total,139264
2015,Oklahoma,40,female,25841
2015,Oklahoma,40,male,27281
2015,Oklahoma,40,total,53122
2015,Oregon,41,female,22203
2015,Oregon,41,male,23452
2015,Oregon,41,total,45655
2015,Pennsylvania,42,female,68965
2015,Pennsylvania,42,male,72082
2015,Pennsylvania,42,total,141047
2015,Rhode Island,44,female,5389
2015,Rhode Island,44,male,5604
2015,Rhode Island,44,total,10993
2015,South Carolina,45,female,28544
2015,South Carolina,45,male,29595
2015,South Carolina,45,total,58139
2015,South Dakota,46,female,5892
2015,South Dakota,46,male,6444
2015,South Dakota,46,total,12336
2015,Tennessee,47,female,39950
2015,Tennessee,47,male,41735
2015,Tennessee,47,total,81685
2015,Texas,48,female,197552
2015,Texas,48,male,206066
2015,Texas,48,total,403618
2015,Utah,49,female,24709
2015,Utah,49,male,26069
2015,Utah,49,total,50778
2015,Vermont,50,female,2839
2015,Vermont,50,male,3064
2015,Vermont,50,total,5903
2015,Virginia,51,female,50378
2015,Virginia,51,male,52925
2015,Virginia,51,total,103303
2015,Washington,53,female,43142
2015,Washington,53,male,45848
2015,Washington,53,total,88990
2015,West Virginia,54,female,9707
2015,West Virginia,54,male,10098
2015,West Virginia,54,total,19805
2015,Wisconsin,55,female,32828
2015,Wisconsin,55,male,34213
2015,Wisconsin,55,total,67041
2015,Wyoming,56,female,3714
2015,Wyoming,56,male,4051
2015,Wyoming,56,total,7765
2015,United States,,total,3978497
